Altium Designer Pick and Place Locations
C:\Altium 365\BC2077\KingTop_Output_Files\Assembly Outputs\Pick Place\Pick Place for BC2087(Production_MX).csv

========================================================================================================================
File Design Information:

Date:       08/06/23
Time:       11:34
Revision:   f90e7a7f3cb4bc0c45b14c1af4aaf3fdd92358ce
Variant:    Production_MX
Units used: mm

"Designator","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Manufacturer Part Number 1","Footprint","Footprint Description","Description","Comment"
"R81","-7.7500mm","27.6100mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R83","23.7744mm","24.1372mm","270","BottomLayer","CRCW04020000Z0ED","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 0 OHM 5% 1/16W 0402","CRCW04020000Z0ED"
"R128","-5.8055mm","38.6492mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R131","-4.3000mm","34.7440mm","270","TopLayer","RC0402FR-071KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 1K OHM 1% 1/16W 0402","RC0402FR-071KL"
"R133","-7.4250mm","37.8250mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R134","-7.4000mm","39.4804mm","0","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R135","155.2242mm","15.2250mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R136","5.2377mm","15.1250mm","270","TopLayer","RC0402FR-1310KL","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R183","119.5000mm","16.1210mm","90","TopLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R185","98.0948mm","19.5072mm","90","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R186","99.9120mm","24.3225mm","90","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R187","104.2290mm","14.9500mm","180","BottomLayer","CRCW04021M80FKED","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 1.8M OHM 1% 1/16W 0402","CRCW04021M80FKED"
"R190","106.2750mm","14.9750mm","180","BottomLayer","CRCW04021M80FKED","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 1.8M OHM 1% 1/16W 0402","CRCW04021M80FKED"
"R213","98.1114mm","15.4473mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"R214","98.1114mm","16.4973mm","180","BottomLayer","RC0402FR-1310KL","RESC0402(1005)_N","Chip Resistor, Body 1.0x0.5mm, IPC Medium Density","RES SMD 10K OHM 1% 1/16W 0402","RC0402FR-1310KL"
"SW1","102.9014mm","14.0000mm","0","TopLayer","434331045822","434331045822","4.7*3.5mm side push type,SMD, height 1.65mm, black actuator, 220gf, T&R","Keypad Switch, 1 Switches, SPST, Momentary-tactile, 0.05A, 12VDC, 2.65N, Solder Terminal, Surface Mount-right Angle","434331045822"
"T1","118.6891mm","34.0000mm","90","TopLayer","749119950","749119950","SMD, 10-Leads, Body 13.5x14.0mm (max), Pitch 2.48mm, IPC Medium Density","TRANS FLYBACK POE 127UH SMD","749119950"
"TP1","-9.1252mm","34.3900mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP2","-9.1000mm","32.3500mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP3","50.9250mm","29.2000mm","180","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP4","125.4000mm","21.5464mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP5","104.0000mm","38.9674mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP6","138.6000mm","30.6000mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP7","134.8000mm","14.0000mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP8","108.8463mm","29.4250mm","180","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP9","145.2001mm","37.3000mm","0","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP10","98.3000mm","31.9360mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP11","100.8000mm","25.4069mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP12","109.4000mm","26.3000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP13","106.6639mm","26.9091mm","90","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP14","157.0000mm","15.0000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP15","159.0000mm","15.0000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP16","143.2306mm","17.1958mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP17","122.0750mm","21.9000mm","90","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP18","6.9037mm","14.7750mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP19","144.9000mm","31.4000mm","90","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP20","119.1750mm","22.4000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP21","97.8462mm","16.2560mm","90","TopLayer","/","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TEST_POINT"
"TP22","23.7250mm","22.7900mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP23","143.9926mm","20.2946mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP24","134.9000mm","18.5577mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP25","103.8635mm","16.7955mm","270","BottomLayer","/","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TEST_POINT"
"TP26","39.0398mm","21.9179mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP27","32.9438mm","13.9700mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP28","35.0012mm","13.9700mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP29","30.8610mm","13.9700mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP30","27.4190mm","28.7000mm","90","BottomLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP31","8.9962mm","14.7718mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP32","56.7000mm","15.1000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP33","58.9000mm","15.1000mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP34","35.4584mm","21.9179mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP35","33.3000mm","21.8925mm","90","TopLayer","/","TP100_200_NS","1mm dia pad, 2mm dia clearance, no silk screen","","TEST_POINT"
"TP41","97.8408mm","17.8562mm","90","TopLayer","/","TP075_150_NS","0.75mm dia pad, 1.5mm dia clearance, no silk screen","","TEST_POINT"
"U1","104.5033mm","30.5000mm","270","TopLayer","SI3404-A-GM","Si3404-A-GM","QFN, 20-Leads, Body 4.00x4.00mm, Pitch 0.50mm, Thermal Pad 2.60x2.60mm, IPC Medium Density","IC POE CNTRL 1 CHANNEL 20QFN","SI3404-A-GM"
"U2","121.7891mm","29.7000mm","180","BottomLayer","VO618A-3X017T","VO618A-3X017T","4-SMD, Gull Wing","OPTOISOLATOR 5.3KV TRANS 4-SMD","VO618A-3X017T"
"U3","130.2000mm","16.9577mm","0","TopLayer","TLV62080DSGR","TLV62080DSG","WSON-8, 2.1mm x 2.1mm x 0.8mm","IC REG BUCK ADJ 1.2A SYNC 8WSON","TLV62080DSG"
"U4","41.5326mm","31.6240mm","180","TopLayer","RTL8111HS-CG","RTL8111Hx-CG","QFN, 32-Leads, Body 4.00x4.00mm, Pitch 0.40mm, Thermal Pad 2.70x2.70mm, IPC High Density","IC ETHERNET/PCIe PHY Realtek","RTL8111HS"
"U5","123.7958mm","34.2500mm","180","BottomLayer","TLV431BCDBZR","TLV431BCDBZR","SOT-23-3","IC VREF SHUNT ADJ SOT23-3","TLV431BCDBZR"
"U6","34.8470mm","29.2898mm","90","BottomLayer","TXS0102DCUR","TXS0102DCUR","TSSOP, 8-Leads, Body 2.00x2.30mm, Pitch 0.50mm","TEXAS INSTRUMENTS - TXS0102DCUR - IC, TRANSLATOR, 2 BIT, BI, US-8","TXS0102DCUR"
"U7","-6.5000mm","33.5000mm","270","TopLayer","24AA32A-I/MS","24AA32A-I/MS","Body: 3 x 3mm, pitch: 0.65mm","IC EEPROM 32K I2C 400KHZ 8MSOP Memory IC 32Kb (4K x 8) I콯 400kHz 900ns 8-MSOP","24AA32A-I/MS"
"U8","122.1000mm","17.5500mm","0","TopLayer","LM66100DCKR","LM66100DCKR","SOT23, 6-Leads, Body 2.00x2.10mm, Pitch 0.65mm, IPC Medium Density","IC OR CTRLR IDEAL DIODE SC70-6","LM66100DCKR"
"U10","138.8250mm","16.2290mm","270","TopLayer","TLV70018DCKR","TLV70018DCK","SC70-5 1.1mm","IC REG LINEAR 1.8V 200MA SC70-5 Linear Voltage Regulator IC  1 Output  200mA SC-70-5","TLV70018DCK"
"U11","36.9570mm","18.2250mm","270","TopLayer","BNO085","BNO085","28-TFLGA Module (5.2x3.8)","IMU ACCEL/GYRO/MAG I2C 32BIT","BNO085"
"U14","138.4689mm","21.2500mm","90","TopLayer","NCP114AMX280TCG","FP-517CU-MFG","","Fixed Positive LDO Regulator, 2.8V, 0.23V Dropout, CMOS, PDSO4","NCP114AMX280TCG"
"U15","130.2000mm","21.7000mm","0","TopLayer","TLV62080DSGR","TLV62080DSG","WSON-8, 2.1mm x 2.1mm x 0.8mm","IC REG BUCK ADJ 1.2A SYNC 8WSON","TLV62080DSG"
"U61","102.0410mm","21.2574mm","0","BottomLayer","CBTL02043ABQ,115","CBTL02043A","VQFN-20","Multiplexer And Demux/Decoder, CBT/FST/QS/5C/B Series, 1-Func, 2 Line Input, 1 Line Output, True Output, PQCC20","CBTL02043A"
"U62","101.9416mm","16.4073mm","180","BottomLayer","PTN5150HXMP","PTN5150H","X2QFN-12 1.6x1.6","Power Supply Support Circuit, Fixed, 2 Channel, 0.2, PQCC12","PTN5150AHXMP"
"X1","42.2325mm","24.5478mm","0","TopLayer","ECS-250-18-36B-CKY-TR","ECS-250-18-36B-CKY-TR","2.5x2.0mm ceramic SMD","CRYSTAL 25.0000MHZ 18PF SMD 25MHz �10ppm Crystal 18pF 50 Ohms 4-SMD, No Lead","ECS-250-18-36B-CKY-TR"
"Y1","37.6756mm","13.9281mm","180","TopLayer","ABS06-127-32.768KHZ-T","ABS06-127-32.768KHZ-T","2-SMD 0.079" L x 0.047" W (2.00mm x 1.20mm)","CRYSTAL 32.768kHz �20ppm Crystal 12.5pF 90 kOhms 2-SMD, No Lead","ABS06-127-32.768KHZ-T"
